,script_id,imdb_id,title,year,gross,lines_data,female,male,movie,total,female_per,male_per
229,757,tt0106453,Body of Evidence,1993,27.0,72735565333534676334347763332333324434363677133336662344647763367565664267676732434343435633644352,3511,7200,,10711,0.3277938567827467,0.6722061432172532
230,6582,tt0758774,Body of Lies,2008,47.0,7777777777777775777777763677777777777764224777777777777777774253367777777423456777777777777777776,693,10488,,11181,0.06198014488865039,0.9380198551113497
231,3951,tt0181984,Boiler Room,2000,27.0,75766657777777776357755677334776543557533477777777777777775447767777756777777777753377434677777747775777774402777742676444577751,1465,13596,,15061,0.09727109753668416,0.9027289024633158
232,8392,tt2494362,Bone Tomahawk,2015,,77777354777637777644345753767546777466477777777777777777777777777777777777777762577735576574476664675,736,7147,,7883,0.09336546999873145,0.9066345300012686
233,1879,tt0166110,Bones,2001,11.0,7776676777756444675553777777776764166755622377677777536753777637377556346635577756,1463,5707,,7170,0.20404463040446305,0.7959553695955369
234,1882,tt0061418,Bonnie and Clyde,1967,,24342434445355577444444576443565467776443222344775667775456535564444453433431436776743427556454343343334444435567735444457544456546777644223233577566777545652646445354344333143777673442746645343,5902,12996,,18898,0.31230818075986877,0.6876918192401312
235,1884,tt0118749,Boogie Nights,1997,50.0,665257777777764557634564547534331467777663344357777677777777777577777765776743434457557743456433475475436777435777777634677777757344343677776677756043607776434771121137777776775666777777777332456654566525777777776455763456454753433146777766334435777767777,3974,13930,,17904,0.2219615728328865,0.7780384271671135
236,7351,tt0452592,Borderland,2007,,77777777777655551476675554577777467777447743677335766776566776575776555575,759,6183,,6942,0.10933448573898012,0.8906655142610199
237,8025,tt0096969,Born on the Fourth of July,1989,153.0,47747777667766776664677677777777767755657235774,528,5422,,5950,0.08873949579831933,0.9112605042016807
238,1893,tt0115734,Bottle Rocket,1996,2.0,777777777777777777777777777777777777777777777777775777775557777777777775777777777767777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777757777655677777777777667777777776777777777777,0,19414,,19414,0.0,1.0
239,1895,tt0115736,Bound,1996,7.0,20000000000000002444510000020000055400000055000000000205100134014550044475777767776763544577557442067535454457744455723002000000000000000244451000002000005540000005500000000020510013401455004447577776777676354457755744206753545445774445572300,11108,7338,,18446,0.6021901767320829,0.39780982326791714
240,8628,tt0106471,Boxing Helena,1993,3.0,5574474126414655443253577772642354265332113544222351,2967,3786,,6753,0.43936028431808083,0.5606397156819192
241,3958,tt1781782,Boy Who Never Slept,2006,,77733357777744434722003343577773543434343457343443434435777534434333434477541036754345441,2992,5567,,8559,0.34957354831171866,0.6504264516882814
242,5386,tt1065073,Boyhood,2014,27.0,32432440321212310453355764647775443554443656527645345745647567754653333554465531001264675345777777665321015577752554553257362574265255432667724555732376452432002354244434576034522646777774124366633421,5926,10675,,16601,0.35696644780434916,0.6430335521956508
243,5287,tt0112571,Boys on the Side,1995,46.0,2133300000000000022421122001001000000000000000000002333330200000000000341343343410001422110232002210143323102133100000032110,7548,1425,,8973,0.841190237378803,0.15880976262119692
244,7796,tt0101507,Boyz n the Hood,1991,118.0,464363016477777747677776775536777777775236555676736777567442634336657725777,2113,6970,,9083,0.23263239017945614,0.7673676098205439
245,771,tt0112573,Braveheart,1995,151.0,77777774277777777777776777777606777777777777343437777777771532677775734175,1024,4873,,5897,0.17364761743259285,0.8263523825674072
246,774,tt0088846,Brazil,1985,24.0,77557637754332532325777777777777777775777777774455467777777777777777777777655454433343344234342577637656465757777751,1154,6479,,7633,0.15118564129437967,0.8488143587056204
247,8760,tt0118771,Breakdown,1997,94.0,6125547743553574276777777777777677777777777777777777775777567677777765455453,460,3740,,4200,0.10952380952380952,0.8904761904761904
248,8560,tt0120618,Breakfast of Champions,1999,,753777777777655635777454336576447666777635777577777777776666534754777746766766576573,1713,11841,,13554,0.1263833554670208,0.8736166445329792
249,1921,tt0078902,Breaking Away,1979,,7777777777575337647665656546665467746577777754676577653,1795,8814,,10609,0.1691959656895089,0.8308040343104911
250,1922,tt0393109,Brick,2005,2.0,434777753434475334377743277777767774477744577777777677776334477777777777777777754777777777742773546777777773443447434777753434475334377743277777767774477744577777777677776334477777777777777777754777777777742773546777777773443447,3234,16510,,19744,0.16379659643435981,0.8362034035656402
251,8410,tt1430612,Brick Mansions,2014,21.0,777577777777477745425577677777777777344777677617777777777764757777557775557777664,728,7842,,8570,0.08494749124854142,0.9150525087514586
252,1925,tt1478338,Bridesmaids,2011,185.0,33322000000161132000000000000000133300012010000000000013314354410002021000001200234334420003211000000043553400020000023430000301440,9010,2014,,11024,0.8173076923076923,0.18269230769230768
253,5388,tt3682448,Bridge of Spies,2015,74.0,7777767777635257777777777777777777777566757677776777776565777543677777777777777677777577756443777777777632,272,8959,,9231,0.029465930018416207,0.9705340699815838
254,3966,tt0810784,Bright Star,2009,5.0,220122442144445545615254363427444357776100013003515354374322242144234363,4452,4508,,8960,0.496875,0.503125
255,776,tt0163988,Bringing Out the Dead,1999,28.0,6465476644777777534777777733367765763763453443447747777477573334767575147677777774467776751,1711,5799,,7510,0.2278295605858855,0.7721704394141146
256,1928,tt0092699,Broadcast News,1987,113.0,777316661134233434352255412543353654255777777546474645304335431575446357534342333267777643346557777777333475664332343434443543616674377734336543443365546577731666113423343435225541254335365425577777754647464530433543157544635753434233326777764334655777777,9556,19462,,29018,0.32931284030601693,0.6706871596939831
257,8765,tt0388795,Brokeback Mountain,2005,112.0,774677777777777776576674566343475145,411,3011,,3422,0.1201052016364699,0.8798947983635301
258,779,tt0115759,Broken Arrow,1996,138.0,77777777375677773445377647774344777756456554775357556776367777443556777777456663377767751,1412,6948,,8360,0.16889952153110047,0.8311004784688996
259,1933,tt0913425,Broken Embraces,2009,5.0,374443644577657777770346777777777777120376116737777434100411144343042002374443644577657777770346777777777777120376116737777434100411144343042002,6200,8804,,15004,0.4132231404958678,0.5867768595041323
260,5389,tt2381111,Brooklyn,2015,31.0,00000010002000000000202641542000004344341004340000445531443441003133436302437510001313215000334426775401423000000000,6848,3285,,10133,0.6758117043323794,0.32418829566762064
261,3970,tt1210042,Brooklyn's Finest,2009,31.0,777777633555567777777745366777776677773667777776425557777577777733223536777774,1041,6233,,7274,0.14311245532031894,0.8568875446796811
262,3972,tt0765010,Brothers,2009,33.0,710477777443313243546577774345634254430256565546322677775556477777533305014447763443217777424154331332543302025777766431,3002,5589,,8591,0.3494354557094634,0.6505645442905366
263,781,tt0315327,Bruce Almighty,2003,350.0,4734346446775677710134224674477777777777204753452677777646101544765463364433345314565446556777753574472,3425,9584,,13009,0.2632792681989392,0.7367207318010608
264,1939,tt0103893,Buffy the Vampire Slayer,1992,34.0,775000034466624451323161035455720072013344334332235433433343347771344331663675575444443555345575640000000443510345054453564433441,5181,6184,,11365,0.4558732952045754,0.5441267047954246
265,1940,tt0094812,Bull Durham,1988,107.0,05664263777761354774352337777334430677667716777777201766610450013433332773742116777747321411755533677774235576344235777534432367766752777777600476640072002434242477371303777774621330,6122,9542,,15664,0.39083248212461696,0.609167517875383
266,6707,tt0109348,Bullets Over Broadway,1994,27.0,755562547525452244653574654247772422764447664775452,1683,3635,,5318,0.3164723580293343,0.6835276419706656
267,1943,tt1462758,Buried,2010,1.0,74434346777773577777534327777777777777777777777777777775677776777777777777777777777777677775344477774,869,13700,,14569,0.059647196101311,0.940352803898689
268,1945,tt1126591,Burlesque,2010,43.0,00001013205210443300134463010015363333434243300114403244323022242452443535343445343144344200233643335543345446553424342443500131000,10788,7068,,17856,0.6041666666666666,0.3958333333333333
269,785,tt0887883,Burn After Reading,2008,73.0,777734565543345567764343344024354764344334345766465344336364543343676543444535524377733445777777754342343334777774434543444133453445777777776,2471,5827,,8298,0.2977825982164377,0.7022174017835623
270,1948,tt0307879,Burning Annie,2004,,75453534334343677773777775454444564777443453435446774346776777777476666565344574474533434334331347777633574322567775343436533453434447777776443243421454343465754435,5246,11514,,16760,0.3130071599045346,0.6869928400954654
271,3980,tt0068327,Cabaret,1972,219.0,0124244632434153323535655204615324520,3278,2057,,5335,0.6144329896907217,0.38556701030927837
272,7216,tt0961722,Cabin Fever 2: Spring Fever,2009,,76776466635777765666576665634577667775676654556776657677776637771,1130,6320,,7450,0.15167785234899328,0.8483221476510067
273,7206,tt0080487,Caddyshack,1980,128.0,345566777446677754555333544447776567774335327323443544435524377755775675567776466677773762,2133,8462,,10595,0.20132137800849456,0.7986786219915054
274,6527,tt3442006,Cake,2014,1.0,0000200000000003233300000044000144344420000333100002343344100343333442410352144300000000403441312310000000000000000000000011000000020,5276,946,,6222,0.8479588556734169,0.15204114432658308
275,3984,tt0040202,Call Northside 777,1948,,6477575465337777763255567777777777764377765,739,4675,,5414,0.1364979682305135,0.8635020317694865
276,8019,tt2234003,Calvary,2014,3.0,00444434331044403201656753342455362500350044353635414465205775200000057666331053054360,4003,4385,,8388,0.4772293752980448,0.5227706247019551
277,1953,tt2387411,Candle to Water,2012,,54122772625777777777777776777777777673654652367777565651,547,5674,,6221,0.08792798585436425,0.9120720141456358
278,8645,tt0103919,Candyman,1992,54.0,564011540000000300000000025461365354201434351441215100224653550,3599,2295,,5894,0.6106209704784527,0.38937902952154735
279,7382,tt0101540,Cape Fear,1991,163.0,445444377274775443544756763627012557776256455326547772,2237,5281,,7518,0.29755254056930036,0.7024474594306996
280,1955,tt0379725,Capote,2005,38.0,354377777237322324433577334366767666777777737777777777654377677777777777775424777557777733,3472,19022,,22494,0.15435227171690227,0.8456477282830978
281,7179,tt0077294,Capricorn One,1978,,776677777777777766577777777777777777777777736777777777777767567771,863,9230,,10093,0.08550480531061132,0.9144951946893887
282,8500,tt0458339,Captain America: The First Avenger,2011,194.0,777777777767677777723777777777341577766777757577764466654777777764666767745433676677777753477765745357776,747,5808,,6555,0.11395881006864989,0.8860411899313501
283,6040,tt1535109,Captain Phillips,2013,114.0,533675577777777774777777777777777777777777777777777777777777773067777777777777777777777777777777777777777777775663511,487,6618,,7105,0.0685432793807178,0.9314567206192822
284,6611,tt0101545,Career Opportunities,1991,23.0,77775343624467775677777777777777777777364443454456333442322133254776647335525445756745534356655764465433424433466573657752,2759,7968,,10727,0.2572014542742612,0.7427985457257388
285,7328,tt0106519,Carlito's Way,1993,77.0,777777777777777556575777227776146775731662277777746774677777561,1400,7623,,9023,0.1551590380139643,0.8448409619860356
286,5390,tt2402927,Carol,2015,,5234000146464323221000000412443140031525102351343100014400002200140223214000300003154014252200413,6741,2603,,9344,0.7214255136986302,0.2785744863013699
287,7516,tt1939659,Carrie,2013,37.0,000002000024420000023444342000002357566500133425434432100001411003560014400000035122410353413344341436535630000020,5541,2766,,8307,0.6670278078728783,0.3329721921271217
288,1957,tt1216475,Cars 2,2011,209.0,77777766777776767775775777777754377774675447777775676244655777777664444756764657655777435256775536765476756777777647676645457776647577747667565446652657,1511,11135,,12646,0.11948442195160525,0.8805155780483948
289,1962,tt0795351,Case 39,2009,15.0,02432000024202441002234200003252400343332412334433300300244434444400000140010440434531000012000,5244,2926,,8170,0.641860465116279,0.3581395348837209
290,1963,tt0112641,Casino,1995,84.0,777776677777777777677777777677651102331244446545474777757777777777755763455443133577777777777777777734377577557677777776777777777777777764457533443343777543457777466776727777777777777777777636545647777770777257377777777777577767453344666335445442434445434,9734,57944,,67678,0.14382812730872663,0.8561718726912734
291,789,tt0162222,Cast Away,2000,377.0,777677777777342334334467777433777777777777777777757744475443437777777744423774,867,4956,,5823,0.14889232354456466,0.8511076764554354
292,6443,tt0097027,Casualties of War,1989,40.0,77777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777773,0,9095,,9095,0.0,1.0
293,1968,tt0264464,Catch Me If You Can,2002,245.0,77545677545545477765777754545777777777777776355355436534345677764677776434577744477776377777777676,1688,8913,,10601,0.15923026129610415,0.8407697387038958
294,7463,tt0065528,Catch-22,1970,,77777777777777777777777777777777777777777777736677777777777777777776047777777775,764,16225,,16989,0.04497027488374831,0.9550297251162517
295,790,tt0327554,Catwoman,2004,56.0,000031135430447202420000245443377030000310020166334344200626144331454310023431,6675,3100,,9775,0.6828644501278772,0.3171355498721228
296,1973,tt0173716,Cecil B. DeMented,2000,2.0,50534235565466776357657457454374455654634655756434353666665,2009,5758,,7767,0.25865842667696665,0.7413415733230333
297,1974,tt1477837,Cedar Rapids,2011,7.0,7777777777774664577777777433777777644567777754445777545544575634333677566476334467777776765765645246654777777574774,1819,11418,,13237,0.1374178439223389,0.8625821560776611
298,1975,tt1405365,Celeste & Jesse Forever,2012,3.0,33334433521343433234377500024343133474433442244344333346331000000030233425134434200433433332112443677420343433344243301000002325343100143442334330,8350,5056,,13406,0.6228554378636432,0.37714456213635683
299,793,tt0337921,Cellular,2004,44.0,17765437537534334132567777777764677677774246777777777477627777064677677776677776355642,2063,7578,,9641,0.21398195207965978,0.7860180479203402
300,8505,tt0115857,Chain Reaction,1996,40.0,565776777777453275746756753533746545020675002647751567677377635757777757775675676776667,1538,4972,,6510,0.23625192012288787,0.7637480798771121
301,795,tt0824747,Changeling,2008,43.0,23342324002617735354403344354104474322543500047710065435777777777043451465414777771333437772576777745764544433222777773,4177,8895,,13072,0.31953794369645044,0.6804620563035496
302,1985,tt0402910,Chaos,2005,,367777677575746455777766576766675653447543476764777776767467777777574344677777777373357777726677776766755653667777566677666657334673436677557777767656677777766543457777777764533777774,2380,13832,,16212,0.14680483592400692,0.853195164075993
303,8103,tt0103939,Chaplin,1992,19.0,7375276554667777566745576347776474525777777777744344477776347775777772,591,6435,,7026,0.08411614005123826,0.9158838599487618
304,6213,tt0423977,Charlie Bartlett,2007,4.0,524364547465534677751577747774564442677755773662357777777534665235767753,1426,5730,,7156,0.19927333705980996,0.80072666294019
305,1989,tt0160127,Charlie's Angels,2000,201.0,4124434020471000230002002110022253335225202442413312322334412331230032413244422244330215600003200110111101213443270441034423143025033434033303201234124440,6964,3608,,10572,0.6587211502080969,0.34127884979190315
306,1991,tt0118842,Chasing Amy,1997,22.0,543434367777777777434343513445457775433434344377434742331673453345777773433353477700013457777777775443343376777777777665535524434343434777777777763434344054453777743343434435763457133327544434377777534335345774000243777777777743442444767777777766753372442,10864,20574,,31438,0.34556905655576053,0.6544309434442395
307,1993,tt0221069,Chasing Sleep,2000,,344443477777777777777757643775433444344357763343346777777777777777777777777775434577777772143436753334344343167777777777777776344354344777777777777777575447753425344434577534334377777777777777777777777777753436777777622343467442434344331777777777777777754,3328,12654,,15982,0.2082342635464898,0.7917657364535102
308,7820,tt2883512,Chef,2014,33.0,77777777777776477777453253367777777777777777766777776433456776465643434343577753434334434344363557777775345777777777777467777777444433426775,1978,7631,,9609,0.20584868352586116,0.7941513164741388
309,1995,tt0175526,Cherry Falls,2000,,334344454646401233000002353773021442620003433004730000006744433003354464634334344454646401233000002353773021442620003433004730000006744433003354464634,5392,4250,,9642,0.5592200788218212,0.4407799211781788
310,4008,tt0206634,Children of Men,2006,46.0,27777777621336436727777772474333545534532335556656365542346635554336665762245442245444473647654553666652251,2339,5282,,7621,0.306915103004855,0.693084896995145
311,6538,tt0087050,Children of the Corn,1984,37.0,74345665333244354357343577674456456564434443543321241006777777775767667660,1326,4036,,5362,0.24729578515479297,0.752704214845207
312,4010,tt0163579,Chill Factor,1999,19.0,777777777777777773222377777776777777777777777677477777777777777777777757777777677777777777776777777777777777777777777777777777777777777777777777656767777765777776777777777777777777777777777777747777777777666762,245,8982,,9227,0.02655250894115097,0.973447491058849
313,1999,tt0071315,Chinatown,1974,,7776776777766576467754344577764446377775644434434445344377745347777777777777777774456775437443424243434334777777757534342243477777777777765677,1992,9701,,11693,0.17035833404601045,0.8296416659539896
314,4012,tt0241303,Chocolat,2000,115.0,11042444301576411574772013523530000773443565477711344444553310137337745106423444324003377003776212,3254,3224,,6478,0.5023155294844087,0.4976844705155912
315,8287,tt0087054,Choose Me,1984,,730000022344213034330133344300035730230112433345424773430002344233333435434222045100026123342233620000214224344221011,6408,3196,,9604,0.6672219908371512,0.33277800916284883
316,2002,tt2416048,Christ Complex,2012,,776343463000000534333534343307774433277754467777335343441543444777774023444447444547641000,3157,3803,,6960,0.4535919540229885,0.5464080459770115
317,8189,tt0085333,Christine,1983,58.0,4745777777576776337740034657646734335642,1693,4200,,5893,0.28729000509078567,0.7127099949092143
318,8011,tt0097958,Christmas Vacation,1989,156.0,64634445664434447777574626344446567667766777344357664457764667646624536655776656742,1803,7110,,8913,0.2022887916526422,0.7977112083473578
319,2003,tt1706593,Chronicle,2012,70.0,7777657777657777777777777677777777777777777777777777777773546777777763323577775334362,542,6943,,7485,0.07241148964595859,0.9275885103540414
320,2011,tt0095765,Cinema Paradiso,1988,,25775656637777774775377554745535547776354642323443777555745777776577357753664554536777445454323261,5806,15348,,21154,0.2744634584475749,0.7255365415524251
321,7508,tt0450405,Cirque du Freak: The Vampire's Assistant,2009,16.0,777767757777777777777757775667777775763777777777776777777777755777777777777552424737767677675777676651,317,8109,,8426,0.03762164728222169,0.9623783527177783
322,808,tt0033467,Citizen Kane,1941,,777547777777777777777777777777777777777777777777777777777777777726752332334353367753333554443356433344254437777777772,2240,11447,,13687,0.16365894644553225,0.8363410535544678
323,4015,tt0115907,City Hall,1996,39.0,77777767477777776674577500777777777777776335777777754346753774523442567201325556777565424777772667677777455,1831,9923,,11754,0.15577675684873235,0.8442232431512676
324,6742,tt0087062,City Heat,1984,99.0,7777555755557777777777777774466746244764377664777777775737644567666,635,4743,,5378,0.11807363332093715,0.8819263666790629
325,4016,tt1174730,City Island,2009,7.0,6434146114353342516777744314432331341675554432153434431343563424316352,3083,3439,,6522,0.4727077583563324,0.5272922416436676
326,5847,tt0317248,City of God,2002,11.0,477776657774277534777677535464377777333444677777777777776577777777775777777776775,771,7610,,8381,0.09199379548979836,0.9080062045102016
327,809,tt0103976,City of Joy,1992,30.0,457255431531445244334765246356542255224443543047256655567554444424336552754763341433454652660,5278,8602,,13880,0.3802593659942363,0.6197406340057637
328,2019,tt0800320,Clash of the Titans,2010,179.0,733375656753444334301246757644343311202777777003656144774647626777777236777533675433055304554773,5206,9864,,15070,0.34545454545454546,0.6545454545454545
329,7983,tt0109444,Clear and Present Danger,1994,253.0,77777777677777777777777673,179,4243,,4422,0.040479421076436005,0.959520578923564
330,2020,tt0109445,Clerks,1994,6.0,777775014345443434434332434343477777777777777777777777777743437777777777745346777777777777777777777777777777776777777775546547545667363434343434334777777643434644444453457777777777777744443777777777777203344543434434341434334457777777777777777777777777772,6956,24428,,31384,0.22164160081570228,0.7783583991842977
331,6038,tt0389860,Click,2006,181.0,53655677777666465577777563247777777754544476756677776654763574552444567767756746566245777777776454665777774557777,1575,7856,,9431,0.16700243876577245,0.8329975612342275
332,2027,tt0106582,Cliffhanger,1993,176.0,444564433354577776343434677664577735336777777776777546535675577335777575653757554665454465654425777776777676564,1872,6508,,8380,0.2233890214797136,0.7766109785202864
333,8786,tt1371111,Cloud Atlas,2012,29.0,74774277413443153552677763445744357437444361376210367575764343756765777655437645346552444455456562563244743,3326,8228,,11554,0.2878656742253765,0.7121343257746235
334,7984,tt0844471,Cloudy with a Chance of Meatballs,2009,145.0,74677777777777777467674426355774343263457776536444443364777777646776477573777557457575776567744445655541,1495,5253,,6748,0.22154712507409602,0.778452874925904
335,6039,tt1985966,Cloudy with a Chance of Meatballs 2,2013,128.0,7444677776674577777766477547775745757767646576666475756566674254765557766367677777647776574254567654344777667622777777566667767575240,1460,7132,,8592,0.16992551210428306,0.8300744878957169
336,8192,tt1060277,Cloverfield,2008,96.0,4443236772335753475343457777665755665565552763343776754566345356457753774676555664232564452,2205,4740,,6945,0.3174946004319654,0.6825053995680346
337,5297,tt0088930,Clue,1985,7.0,66567631421344666676533457421467545556314577564444525234566556764555664644424547452237767646646754747777756364677663533664453436545665666576652,2516,6891,,9407,0.2674604018284256,0.7325395981715743
338,2029,tt0112697,Clueless,1995,113.0,520335067731663052101234202630073322264163657755777723475737635454321672554277244023424775056503410023430074005532126325464775577773346665564454541157444607732,5226,5146,,10372,0.5038565368299267,0.4961434631700733
339,4030,tt0080549,Coal Miner's Daughter,1980,258.0,376675654454456546653245342743435651453435354445542110201240314004332435251042,4560,4680,,9240,0.4935064935064935,0.5064935064935064
340,813,tt0109450,Cobb,1994,2.0,777777777777777777777777777777777777777777777757777777754667443434344454547775677777777777777777777777777777777777777777773,605,12644,,13249,0.0456638236848064,0.9543361763151936
341,811,tt0088936,Code of Silence,1985,,7777777765777752477777553577777774677776554334677772,412,2948,,3360,0.12261904761904761,0.8773809523809524
342,2033,tt0159365,Cold Mountain,2003,137.0,777724457223455434300334475331000100277600375100067777644761100375223057603314313343302423354450136277777777776000320134234342577237776334660345536052004436724300010005773024550002777775367320006544121773142232234332043324634303363777777777730013102432344,12274,11568,,23842,0.5148058048821408,0.4851941951178592
343,2035,tt0369339,Collateral,2004,140.0,5100005777777777777777777775676577777777775333467777776777777767677777777006651000057777777777777777777756765777777777753334677777767777777676777777770066,1616,9768,,11384,0.14195361911454674,0.8580463808854533
344,815,tt0233469,Collateral Damage,2002,59.0,774367777777777777777777777777777777777777777777777777433777643435475445567735,470,4222,,4692,0.10017050298380221,0.8998294970161977
345,2041,tt1657507,Colombiana,2011,40.0,4775767776765536644435514665744737777753455332243444736777744344542567546445462142577637775576,1417,6248,,7665,0.18486627527723418,0.8151337247227658
346,2042,tt0109456,Color of Night,1994,41.0,345776567676775654567777777777777777777776454656556677763343467777777432000004345764564567667777763357770000133366545467477754353436676534,4368,13761,,18129,0.24093993049809698,0.7590600695019031
347,5298,tt0099291,Come See the Paradise,1990,1.0,0077522365656763327777743643434344340046610022745534243456560365352536266447623444223456346777301,2787,4286,,7073,0.3940336490880814,0.6059663509119185
348,7429,tt0094898,Coming to America,1988,270.0,665667557777777775635736477316457277734732563456433546777754773667574665664351,1443,5734,,7177,0.20105893827504528,0.7989410617249547
349,2114,tt0407680,Complete Guide to Guys,2005,,7742344434544107465444721460165334564473442676755677777344777777454015,2977,7805,,10782,0.2761083286959748,0.7238916713040252
350,2046,tt0816462,Conan the Barbarian,2011,23.0,77777777777777774447755354577634447777657446366347676534225753656234675676741,2009,6568,,8577,0.2342310831292993,0.7657689168707007
351,814,tt0270288,Confessions of a Dangerous Mind,2002,,777776534753466534344434454467777777776427677634577744754774346633443444437743445564457765473746777534167544775477777444533653,1869,5453,,7322,0.2552581261950287,0.7447418738049714
352,2050,tt0310910,Confidence,2003,17.0,77777776677777777777777654357777675777777734666456765322367666445322777675667636777777666672,1170,10602,,11772,0.09938837920489296,0.900611620795107
353,4038,tt0068408,Conquest of the Planet of the Apes,1972,,76477777777777777777776,0,2179,,2179,0.0,1.0
354,4039,tt0118883,Conspiracy Theory,1997,144.0,77777777777777777777777777777777777777677775777677775777777776777777772,2672,5641,,8313,0.321424275231565,0.678575724768435
355,818,tt0360486,Constantine,2005,102.0,7777777557777737777777734533434446743334654445575635444441200017335577771167650,2930,6784,,9714,0.30162651842701255,0.6983734815729874
356,821,tt0118884,Contact,1997,191.0,233314433433434437543463442544447365444343534345335443334733433433542654344555433340004343563444253433443331,4870,6876,,11746,0.414609228673591,0.585390771326409
357,4040,tt1244754,Conviction,2010,7.0,54421242105253336430003204543533143145230003733000022146410000004035002743223500001036400243433,5231,2166,,7397,0.707178585913208,0.29282141408679196
358,4041,tt0061512,Cool Hand Luke,1967,,777777777777777777777777777777777777777777754433567777777777777777777777777777777777777777777777777773,428,10122,,10550,0.04056872037914692,0.9594312796208531
359,4042,tt1385867,Cop Out,2010,49.0,7777777777777764757777777777777777647547777777777777777775577777777776765777777677677777777777777775477777777767774,307,9939,,10246,0.02996291235604138,0.9700370876439586
360,2056,tt0112722,Copycat,1995,64.0,1000432143311344210143344435300033300311101320035310100001006503100140112344523000125103432453421000332224320334410043343535400023400220201230016410100001004702200131102344434000115202433353340,16078,9936,,26014,0.6180518182517106,0.3819481817482894
361,5392,tt0327597,Coraline,2009,87.0,2254302430210001304542000223510241001241103301231420002000542002110432310,4436,1648,,6084,0.7291255752794215,0.27087442472057854
362,2059,tt1372686,Coriolanus,2011,0.0,52572033467777255577776655655577777776767362556777656533677777777774230177777,2623,9192,,11815,0.2220059246720271,0.7779940753279729
363,6614,tt1480656,Cosmopolis,2012,0.0,77764357777732354577632553424545363422364413445346777777777777777777777777777777,2278,6498,,8776,0.25957155879671834,0.7404284412032817
364,2062,tt0115956,Courage Under Fire,1996,115.0,43477777777777777777777777777777777777777774541454347543777777777752676547477774445322677777653325453456377774,1850,10536,,12386,0.14936218310996285,0.8506378168900371
365,2063,tt0409847,Cowboys & Aliens,2011,109.0,77777777743625767777466777554366646755735467757767475776332456557627744366564674444,2763,11660,,14423,0.19156902170144907,0.8084309782985509
366,822,tt0306685,Cradle 2 the Grave,2003,49.0,7742477755775546557777777777767775677677777774344357737777677657777645456766764456766777676,1003,7197,,8200,0.1223170731707317,0.8776829268292683
367,2066,tt0479884,Crank,2006,36.0,7545777777777777777777777777777764777777532434342357443225567777644445776777567777777774,613,4578,,5191,0.11808900019264111,0.8819109998073589
368,4047,tt0375679,Crash,2004,76.0,53345527576634456636467637777543232435634443657777554463577567777334425336577355456677777777777777755442377777771356734254,2552,8110,,10662,0.23935471768898894,0.760645282311011
369,4050,tt1263670,Crazy Heart,2009,45.0,75777777777764444332344467776445555577777777777744475357235354625454777774775377777777776777777437475345633,1537,9029,,10566,0.14546659095211054,0.8545334090478894
370,2073,tt1570728,"Crazy, Stupid, Love.",2011,92.0,2013432044365364477777753456666542677777655777730233677753434464200000433677553543325564233342224400335757745443314554357777767674331,4260,8177,,12437,0.34252633271689314,0.6574736672831069
371,4034,tt0416658,Crazylove,2005,,1100002434100114333200000021222125445453476140000543554544443434341000411104444443342001211434467634443423103343344316335323340214442430034234433430,6579,4645,,11224,0.5861546685673557,0.41384533143264435
372,2075,tt0974014,Creation,2009,,565343344475462035657774545633754444364343631477765777674244777777555424322752,2147,5983,,8130,0.26408364083640834,0.7359163591635917
373,6549,tt0083767,Creepshow,1982,,64232331357777776367774677776243677777777777777777776477777777771,1799,8891,,10690,0.16828811973807298,0.831711880261927
374,830,tt0310924,Crime Spree,2003,,777777777777777776635564563335677777777754763777777566367377777762777777777777777777777777777777777774,408,8482,,8890,0.045894263217097865,0.9541057367829021
375,7440,tt0112740,Crimson Tide,1995,182.0,65777777677777777777777777777777777777777777777777777777777777777777776,0,8519,,8519,0.0,1.0
376,7261,tt0094919,Critters 2,1988,8.0,75454664041365643677264556567655,1047,2515,,3562,0.293935991016283,0.706064008983717
377,2083,tt0159382,Croupier,1998,11.0,677777777777777777744334453574776346577775433434335431335756443367765463335433343345474433466453346777753555567777777777777777775433345456477733657777544244334443233475653336776555433444243434447533436645334677776345552,4200,12600,,16800,0.25,0.75
378,2091,tt0139134,Cruel Intentions,1999,65.0,434411053353333433056344364577600000033424443477775443434457434343345015633343444254441000013445434333453467626243432334334533475454777630000043441105335333343305634436457760000003342444347777544343445743434334501563334344425444100001344543433345346762624,9754,10518,,20272,0.48115627466456196,0.518843725335438
379,2095,tt0123755,Cube,1997,0.0,55353354535735535323432541332615433775454763333354445342643554457574453454364655545454354544345453564544522434253133262452477536476234235454443363445545757444435446465455544524,3618,4892,,8510,0.42514688601645123,0.5748531139835488
380,6540,tt0085382,Cujo,1983,58.0,55357726577557673422523554614532,1136,1956,,3092,0.36739974126778785,0.6326002587322122
381,6612,tt0101635,Curly Sue,1991,69.0,257415432345444654625553535723452033023444000002410002433523442001144465333124042340143100113364544311232233402,5214,4934,,10148,0.5137958218368152,0.48620417816318484
382,8277,tt0257516,Cursed,2005,26.0,4344325422352553444677243356433553332245246727343632447723676673454344645236532,2615,3967,,6582,0.3972956548161653,0.6027043451838348
