,Nominee,Nominations,First,Last,Last - First,born,No,imdbID,ambiguous?,bday,bplace
10,Albert Finney,5,1963,2000,37,1936,,1215,,1936-5-9,"Salford, Greater Manchester, England, UK"
35,Bobby Darin,1,1963,1963,0,1936,,201239,,1936-5-14,"The Bronx, New York, USA"
43,Bruce Dern,1,1978,1978,0,1936,,1136,,1936-6-4,"Chicago, Illinois, USA"
47,Burt Reynolds,1,1997,1997,0,1936,,608,,1936-2-11,"Lansing, Michigan, USA"
83,Dean Stockwell,1,1988,1988,0,1936,,1777,,1936-3-5,"North Hollywood, Los Angeles, California, USA"
85,Dennis Hopper,1,1986,1986,0,1936,,454,,1936-5-17,"Dodge City, Kansas, USA"
117,Frederic Forrest,1,1979,1979,0,1936,,2078,,1936-12-23,"Waxahachie, Texas, USA"
335,Robert Redford,1,1973,1973,0,1936,,602,,1936-8-18,"Santa Monica, California, USA"
17,Anthony Hopkins,4,1991,1997,6,1937,,164,,1937-12-31,"Margam, Port Talbot, West Glamorgan, Wales, UK"
94,Dustin Hoffman,7,1967,1997,30,1937,,163,,1937-8-8,"Los Angeles, California, USA"
164,Jack Nicholson,12,1969,2002,33,1937,,197,,1937-4-22,"Neptune, New Jersey, USA"
279,Morgan Freeman,4,1987,2004,17,1937,,151,,1937-6-1,"Memphis, Tennessee, USA"
280,Ned Beatty,1,1976,1976,0,1937,,885,,1937-7-6,"Louisville, Kentucky, USA"
385,Tom Courtenay,2,1965,1983,18,1937,,183822,,1937-2-25,"Kingston-Upon-Hull, East Riding of Yorkshire, England, UK"
406,Warren Beatty,4,1967,1991,24,1937,,886,,1937-3-30,"Richmond, Virginia, USA"
104,Elliott Gould,1,1969,1969,0,1938,,1285,,1938-8-29,"Brooklyn, New York City, New York, USA"
217,Jon Voight,4,1969,2001,32,1938,,685,,1938-12-29,"Yonkers, New York, USA"
242,Leonard Frey,1,1971,1971,0,1938,,294600,,1938-9-4,"Brooklyn, New York, USA"
374,Terence Stamp,1,1962,1962,0,1938,,654,,1938-7-22,"Stepney, London, England, UK"
396,Victor Buono,1,1962,1962,0,1938,,120658,,1938-2-3,"San Diego, California, USA"
110,F. Murray Abraham,1,1984,1984,0,1939,,719,,1939-10-24,"Pittsburgh, Pennsylvania, USA"
148,Harvey Keitel,1,1991,1991,0,1939,,172,,1939-5-13,"Brooklyn, New York, USA"
158,Ian McKellen,2,1998,2001,3,1939,,5212,,1939-5-25,"Burnley, Lancashire, England, UK"
189,Jason Miller,1,1973,1973,0,1939,,588553,,1939-4-22,"Long Island City, New York, USA"
269,Michael J. Pollard,1,1967,1967,0,1939,,689488,,1939-5-30,"Passaic, New Jersey, USA"
295,Paul Winfield,1,1972,1972,0,1939,,934902,,1939-5-22,"Los Angeles, California, USA"
354,Sal Mineo,2,1955,1960,5,1939,,543,,1939-1-10,"The Bronx, New York City, New York, USA"
4,Al Pacino,8,1972,1992,20,1940,,199,,1940-4-25,"Manhattan, New York City, New York, USA"
48,Burt Young,1,1976,1976,0,1940,,949350,,1940-4-30,"New York City, New York, USA"
143,Haing S. Ngor,1,1984,1984,0,1940,,628955,,1940-3-22,"Samrong Young, Cambodia"
173,James Caan,1,1972,1972,0,1940,,1001,,1940-3-26,"The Bronx, New York, USA"
177,James Cromwell,1,1995,1995,0,1940,,342,,1940-1-27,"Los Angeles, California, USA"
207,John Hurt,2,1978,1980,2,1940,,457,,1940-1-22,"Chesterfield, Derbyshire, England, UK"
300,Peter Fonda,1,1997,1997,0,1940,,1228,,1940-2-23,"New York City, New York, USA"
357,Sam Waterston,1,1984,1984,0,1940,,1832,,1940-11-15,"Cambridge, Massachusetts, USA"
270,Michael Lerner,1,1991,1991,0,1941,,503627,,1941-6-22,"Brooklyn, New York, USA"
282,Nick Nolte,2,1991,1998,7,1941,,560,,1941-2-8,"Omaha, Nebraska, USA"
329,Robert Forster,1,1997,1997,0,1941,,1233,,1941-7-13,"Rochester, New York, USA"
353,Ryan O'Neal,1,1970,1970,0,1941,,641939,,1941-4-20,"Los Angeles, California, USA"
384,Tom Conti,1,1983,1983,0,1941,,2018,,1941-11-22,"Paisley, Scotland, UK"
34,Bob Hoskins,1,1986,1986,0,1942,,1364,,1942-10-26,"Bury St. Edmunds, Suffolk, England, UK"
38,Brandon De Wilde,1,1953,1953,0,1942,,1121,,1942-4-9,"Brooklyn, New York, USA"
63,Chris Sarandon,1,1975,1975,0,1942,,1697,,1942-7-24,"Beckley, West Virginia, USA"
137,Giancarlo Giannini,1,1976,1976,0,1942,,316284,,1942-8-1,"La Spezia, Liguria, Italy"
146,Harrison Ford,1,1985,1985,0,1942,,148,,1942-7-13,"Chicago, Illinois, USA"
29,Ben Kingsley,4,1982,2003,21,1943,,1426,,1943-12-31,"Scarborough, Yorkshire, England, UK"
64,Christopher Walken,2,1978,2002,24,1943,,686,,1943-3-31,"Astoria, Queens, New York City, New York, USA"
199,Joe Pesci,2,1980,1990,10,1943,,582,,1943-2-9,"Newark, New Jersey, USA"
231,Klaus Maria Brandauer,1,1985,1985,0,1943,,1970,,1943-6-22,"Bad Aussee, Styria, Austria"
325,Robert De Niro,6,1974,1991,17,1943,,134,,1943-8-17,"New York City, New York, USA"
356,Sam Shepard,1,1983,1983,0,1943,,1731,,1943-11-5,"Fort Sheridan, Illinois, USA"
119,Gary Busey,1,1978,1978,0,1944,,997,,1944-6-29,"Goose Creek, Texas, USA"
267,Michael Douglas,1,1987,1987,0,1944,,474,Michael Keaton,1951-9-5,"Coraopolis, Pennsylvania, USA"
210,John Lithgow,2,1982,1983,1,1945,,1475,,1945-10-19,"Rochester, New York, USA"
42,Bruce Davison,1,1990,1990,0,1946,,1117,,1946-6-28,"Philadelphia, Pennsylvania, USA"
296,Pete Postlethwaite,1,1993,1993,0,1946,,592,,1946-2-7,"Warrington, Lancashire, England, UK"
367,Stephen Rea,1,1992,1992,0,1946,,1653,,1946-10-31,"Belfast, Northern Ireland, UK"
372,Sylvester Stallone,1,1976,1976,0,1946,,230,,1946-7-6,"New York City, New York, USA"
391,Tommy Lee Jones,2,1991,1993,2,1946,,169,,1946-9-15,"San Saba, Texas, USA"
9,Albert Brooks,1,1987,1987,0,1947,,983,,1947-7-22,"Beverly Hills, California, USA"
102,Edward James Olmos,1,1988,1988,0,1947,,1579,,1947-2-24,"Los Angeles, California, USA"
187,James Woods,2,1986,1996,10,1947,,249,,1947-4-18,"Vernal, Utah, USA"
227,Kevin Kline,1,1988,1988,0,1947,,177,,1947-10-24,"St. Louis, Missouri, USA"
317,Richard Dreyfuss,2,1977,1995,18,1947,,377,,1947-10-29,"Brooklyn, New York City, New York, USA"
136,Gerard Depardieu,1,1990,1990,0,1948,,367,Gérard Depardieu,1948-12-27,"Châteauroux, Indre, France"
195,Jeremy Irons,1,1990,1990,0,1948,,460,,1948-9-19,"Cowes, Isle of Wight, England, UK"
275,Mikhail Baryshnikov,1,1977,1977,0,1948,,864,,1948-1-28,"Riga, Latvia, USSR [now Latvia]"
358,Samuel L. Jackson,1,1994,1994,0,1948,,168,,1948-12-21,"Washington, District of Columbia, USA"
390,Tom Wilkinson,1,2001,2001,0,1948,,929489,,1948-2-5,"Wharfedale, West Riding of Yorkshire, England, UK"
81,David Strathairn,1,2005,2005,0,1949,,657,,1949-1-26,"San Francisco, California, USA"
193,Jeff Bridges,4,1971,2000,29,1949,,313,,1949-12-4,"Los Angeles, California, USA"
196,Jim Broadbent,1,2001,2001,0,1949,,980,,1949-5-24,"Lincoln, Lincolnshire, England, UK"
383,Tom Berenger,1,1986,1986,0,1949,,297,,1949-5-31,"Chicago, Illinois, USA"
31,Bill Murray,1,2003,2003,0,1950,,195,,1950-9-21,"Wilmette, Illinois, USA"
36,Brad Dourif,1,1975,1975,0,1950,,374,,1950-3-18,"Huntington, West Virginia, USA"
96,Ed Harris,4,1995,2002,7,1950,,438,,1950-11-28,"Tenafly, New Jersey, USA"
308,Randy Quaid,1,1973,1973,0,1950,,1642,,1950-10-1,"Houston, Texas, USA"
412,William H. Macy,1,1996,1996,0,1950,,513,,1950-3-13,"Miami, Florida, USA"
415,William Hurt,4,1985,2005,20,1950,,458,,1950-3-20,"Washington, District of Columbia, USA"
62,Chris Cooper,1,2002,2002,0,1951,,177933,,1951-7-9,"Kansas City, Missouri, USA"
126,Geoffrey Rush,3,1996,2000,4,1951,,1691,,1951-7-6,"Toowoomba, Queensland, Australia"
342,Robin Williams,4,1987,1997,10,1951,,245,,1951-7-21,"Chicago, Illinois, USA"
58,Chazz Palminteri,1,1994,1994,0,1952,,1590,,1952-5-15,"New York City, New York, USA"
73,Dan Aykroyd,1,1989,1989,0,1952,,101,,1952-7-1,"Ottawa, Ontario, Canada"
139,Graham Greene,1,1990,1990,0,1952,,1295,,1952-6-22,"Six Nations Reserve, Ontario, Canada"
168,Jack Wild,1,1968,1968,0,1952,,928349,,1952-9-30,"Royton, near Oldham, Lancashire, England, UK"
247,Liam Neeson,1,1993,1993,0,1952,,553,,1952-6-7,"Ballymena, Co. Antrim, Northern Ireland, UK"
341,Roberto Benigni,1,1998,1998,0,1952,,905,,1952-10-27,"Manciano La Misericordia, Castiglion Fiorentino, Tuscany, Italy"
211,John Malkovich,2,1984,1993,9,1953,,518,,1953-12-9,"Christopher, Illinois, USA"
257,Massimo Troisi,1,1995,1995,0,1953,,873385,,1953-2-19,"San Giorgio a Cremano, Campania, Italy"
299,Peter Firth,1,1977,1977,0,1953,,278752,,1953-10-27,"Bradford, Yorkshire, England, UK"
388,Tom Hulce,1,1984,1984,0,1953,,1371,,1953-12-6,"Whitewater, Wisconsin, USA"
80,David Paymer,1,1992,1992,0,1954,,1601,,1954-8-30,"Oceanside, Long Island, New York, USA"
86,Denzel Washington,5,1987,2001,14,1954,,243,,1954-12-28,"Mount Vernon, New York, USA"
214,John Travolta,2,1977,1994,17,1954,,237,,1954-2-18,"Englewood, New Jersey, USA"
32,Billy Bob Thornton,2,1996,1998,2,1955,,671,,1955-8-4,"Hot Springs, Arkansas, USA"
121,Gary Sinise,1,1994,1994,0,1955,,641,,1955-3-17,"Blue Island, Illinois, USA"
226,Kevin Costner,1,1990,1990,0,1955,,126,,1955-1-18,"Lynwood, California, USA"
271,Michael O'Keefe,1,1980,1980,0,1955,,1574,,1955-4-24,"Mount Vernon, New York, USA"
408,Willem Dafoe,2,1986,2000,14,1955,,353,,1955-7-22,"Appleton, Wisconsin, USA"
15,Andy Garcia,1,1990,1990,0,1956,,412,,1956-4-12,"Havana, Cuba"
106,Eric Roberts,1,1985,1985,0,1956,,616,,1956-4-18,"Biloxi, Mississippi, USA"
387,Tom Hanks,5,1988,2000,12,1956,,158,,1956-7-9,"Concord, California, USA"
76,Daniel Day-Lewis,3,1989,2002,13,1957,,358,,1957-4-29,"Greenwich, London, England, UK"
266,Michael Clarke Duncan,1,1999,1999,0,1957,,3817,,1957-12-10,"Chicago, Illinois, USA"
11,Alec Baldwin,1,2003,2003,0,1958,,285,,1958-4-3,"Massapequa, Long Island, New York, USA"
380,Tim Robbins,1,2003,2003,0,1958,,209,,1958-10-16,"West Covina, California, USA"
224,Ken Watanabe,1,2003,2003,0,1959,,913822,,1959-10-21,"Uonuma, Japan"
229,Kevin Spacey,2,1995,1999,4,1959,,228,,1959-7-26,"South Orange, New Jersey, USA"
225,Kenneth Branagh,1,1989,1989,0,1960,,110,,1960-12-10,"Belfast, Northern Ireland, UK"
360,Sean Penn,4,1995,2003,8,1960,,576,,1960-8-17,"Santa Monica, California, USA"
378,Thomas Haden Church,1,2004,2004,0,1960,,2006,,1960-6-17,"Yolo, California, USA"
382,Timothy Hutton,1,1980,1980,0,1960,,459,,1960-8-16,"Malibu, California, USA"
99,Eddie Murphy,1,2006,2006,0,1961,,552,,1961-4-3,"Brooklyn, New York City, New York, USA"
111,Forest Whitaker,1,2006,2006,0,1961,,1845,,1961-7-15,"Longview, Texas, USA"
132,George Clooney,1,2005,2005,0,1961,,123,,1961-5-6,"Lexington, Kentucky, USA"
170,Jackie Earle Haley,1,2006,2006,0,1961,,355097,,1961-7-14,"Northridge, California, USA"
233,Laurence Fishburne,1,1993,1993,0,1961,,401,,1961-7-30,"Augusta, Georgia, USA"
381,Tim Roth,1,1995,1995,0,1961,,619,,1961-5-14,"London, England, UK"
418,Woody Harrelson,1,1996,1996,0,1961,,437,,1961-7-23,"Midland, Texas, USA"
306,Ralph Fiennes,2,1993,1996,3,1962,,146,,1962-12-22,"Ipswich, Suffolk, England, UK"
386,Tom Cruise,3,1989,1999,10,1962,,129,,1962-7-3,"Syracuse, New York, USA"
37,Brad Pitt,1,1995,1995,0,1963,,93,,1963-12-18,"Shawnee, Oklahoma, USA"
140,Greg Kinnear,1,1997,1997,0,1963,,1427,,1963-6-17,"Logansport, Indiana, USA"
216,Johnny Depp,2,2003,2004,1,1963,,136,,1963-6-9,"Owensboro, Kentucky, USA"
70,Clive Owen,1,2004,2004,0,1964,,654110,,1964-10-3,"Keresley, Coventry, Warwickshire, England, UK"
88,Djimon Hounsou,2,2003,2006,3,1964,,5023,,1964-4-24,"Cotonou, Benin"
90,Don Cheadle,1,2004,2004,0,1964,,332,,1964-11-29,"Kansas City, Missouri, USA"
259,Matt Dillon,1,2005,2005,0,1964,,369,,1964-2-18,"New Rochelle, New York, USA"
283,Nicolas Cage,2,1995,2002,7,1964,,115,,1964-1-7,"Long Beach, California, USA"
351,Russell Crowe,3,1999,2001,2,1964,,128,,1964-4-7,"Wellington, New Zealand"
201,John C. Reilly,1,2002,2002,0,1965,,604,,1965-5-24,"Chicago, Illinois, USA"
30,Benicio Del Toro,2,2000,2003,3,1967,,1125,,1967-2-19,"San Germán, Puerto Rico"
188,Jamie Foxx,2,2004,2004,0,1967,,4937,,1967-12-13,"Terrell, Texas, USA"
290,Paul Giamatti,1,2005,2005,0,1967,,316079,,1967-6-6,"New Haven, Connecticut, USA"
304,Philip Seymour Hoffman,1,2005,2005,0,1967,,450,,1967-7-23,"Fairport, New York, USA"
192,Jaye Davidson,1,1992,1992,0,1968,,1109,,1968-3-21,"Riverside, California, USA"
407,Will Smith,2,2001,2006,5,1968,,226,,1968-9-25,"Philadelphia, Pennsylvania, USA"
103,Edward Norton,2,1996,1998,2,1969,,1570,,1969-8-18,"Boston, Massachusetts, USA"
191,Javier Bardem,1,2000,2000,0,1969,,849,,1969-3-1,"Las Palmas de Gran Canaria, Gran Canaria, Canary Islands, Spain"
375,Terrence Howard,1,2005,2005,0,1969,,5024,,1969-3-11,"Chicago, Illinois, USA"
109,Ethan Hawke,1,2001,2001,0,1970,,160,,1970-11-6,"Austin, Texas, USA"
258,Matt Damon,1,1997,1997,0,1970,,354,,1970-10-8,"Boston, Massachusetts, USA"
324,River Phoenix,1,1988,1988,0,1970,,203,,1970-8-23,"Madras, Oregon, USA"
222,Justin Henry,1,1979,1979,0,1971,,377888,,1971-5-25,"Rye, New York, USA"
253,Mark Wahlberg,1,2006,2006,0,1971,,242,,1971-6-5,"Dorchester, Boston, Massachusetts, USA"
221,Jude Law,2,1999,2003,4,1972,,179,,1972-12-29,"Lewisham, London, England, UK"
2,Adrien Brody,1,2002,2002,0,1973,,4778,,1973-4-14,"Woodhaven, Queens, New York City, New York, USA"
197,Joaquin Phoenix,2,2000,2005,5,1974,,1618,,1974-10-28,"San Juan, Puerto Rico"
243,Leonardo DiCaprio,3,1993,2006,13,1974,,138,,1974-11-11,"Hollywood, Los Angeles, California, USA"
149,Heath Ledger,1,2005,2005,0,1979,,5132,,1979-4-4,"Perth, Western Australia, Australia"
172,Jake Gyllenhaal,1,2005,2005,0,1980,,350453,,1980-12-19,"Los Angeles, California, USA"
352,Ryan Gosling,1,2006,2006,0,1980,,331516,,1980-11-12,"London, Ontario, Canada"
144,Haley Joel Osment,1,1999,1999,0,1988,,5286,,1988-4-10,"Los Angeles, California, USA"
